"sku","title","weight","length","updated_at"
"00514","Elixir Gardens ® Jiffy 7 24mm Peat Plug Propagation Pellets","0.13","0","2022-09-27 10:47:04"
"00515","50 x Jiffy 7 24mm x 45m Peat Plug Propergation Pellets ","0.13","0","2022-09-27 10:47:04"
"00516","Elixir Gardens ® Jiffy 7C Peat Free Coir Plug Propagation Pellets 30mm x 38mm","0.15","0","2022-09-27 10:47:04"
"00517","Elixir Gardens ® Jiffy 7 Peat Plug Propagation Pellets for Seedlings Cuttings 33mm","0.205","0","2022-09-27 10:47:04"
"00518","Elixir Gardens ® Jiffy 7C Peat Free Coir Plug Propagation Pellets 35mm x 38mm","0.22","0","2022-09-27 10:47:04"
"00519","Elixir Jiffy 7 Extra Deep Plug Propagation Pellets | 36mm x 75mm | x 50","0.57","0.26","2022-09-27 10:47:04"
"00520","Elixir Gardens ® Jiffy 7 41mm Peat Plug Propagation Pellets","0.315","0","2022-09-27 10:47:04"
"00521","Elixir Gardens ® Jiffy 7 44mm Peat Plug Propagation Pellets","0.425","0","2022-09-27 10:47:04"
"00522","50 x Jiffy 7C Peat Free Coir Plug Propagation Pellets 45mm x 42mm","0.31","0.26","2022-09-27 10:47:04"
"00523","Elixir Gardens ® Jiffy 7 Extra Deep Pellets 50mm x 150mm","1.94","0.26","2022-09-27 10:47:04"
"00524","520 x 24mm Jiffy 7 Peat Grow Pellets in 5 x Propagation Trays","1.355","0.26","2022-09-27 10:47:04"
"00525","Elixir Gardens ® 41mm JIFFY 7 PELLETS x 600 + 10 Carry Trays","4.27","0.26","2022-09-27 10:47:04"
"00526","Elixir Gardens ® Jiffy 7C Peat Free Coir Plug Propagation Pellets 45mm x 42mm","4.4","0.26","2022-09-27 10:47:04"
"00527","1000 x Jiffy 7cm x 8cm Biodegradable Plant Pots ","5.7","0.26","2022-09-27 10:47:04"
"00528","100 x Jiffy 7cm x 8cm Biodegradable Plant Pots","0.57","0.26","2022-09-27 10:47:04"
"00529","100 x Jiffy 8cm x 8cm Afterpressed Biodegradable Plant Pots","0.84","0.26","2022-09-27 10:47:04"
"00530","Elixir Gardens Jiffy Biodegradable Peat Pots with Slits Square Various Quantities 10-1000 9cm x 9cm x 10cm x 100","1.76","0.26","2022-09-27 10:47:04"
"00531","2000 x Jiffy 7cm x 8cm Biodegradable Plant Pots ","11.4","0.26","2022-09-27 10:47:04"
"00532","Elixir Gardens Jiffy Peat 9cm x 9cm x 10cm with Slits Biodegradable Square Pots","3","0.26","2022-09-27 10:47:04"
"00533","400 x Jiffy 9cm x 9cm x 10cm Organic Biodegradable Square Coir Pots ","6","1.3","2022-09-27 10:47:04"
"00534","500 x Jiffy 7cm x 8cm Biodegradable Plant Pots ","2.85","0.26","2022-09-27 10:47:04"
"00535","Elixir Gardens | Jiffy | Peat | 8cm x 8cm Afterpressed Biodegradable Plant Pots","4.2","0.26","2022-09-27 10:47:04"
"00536","Elixir Gardens Jiffy Peat 9cm x 9cm x 10cm with Slits Biodegradable Square Pots","0.75","0.26","2022-09-27 10:47:04"
"00537","3 x jiffy 33mm propagators with 144 peat pellets/ insert","1.14","0.26","2022-09-27 10:47:04"
"00538","3 x jiffy 24mm propagators with 240 peat pellets/ insert","1.02","0.26","2022-09-27 10:47:04"
"00539","Elixir 600 (in 10 trays of 60) x 33mm JIFFY 7 PEAT GROW PELLETS PROPAGATION TRAYS","3.79","0.26","2022-09-27 10:47:04"
"00540","6 x jiffy 24mm propagators with 480 pellets/ insert","2.04","0.26","2022-09-27 10:47:04"
"00541","Elixir John Innes Base Fertilizer 5-7.7-9.7 10Kg Bag","10","0.45","2022-09-27 10:47:04"
"00542","1kg JOHN INNES BASE FERTILIZER / PLANT FOOD/ FEED","0.999","0.26","2022-09-27 10:47:04"
"00543","2.5 kg JOHN INNES BASE FERTILIZER / PLANT FOOD/ FEED","2.5","0.3","2022-09-27 10:47:04"
"00544","John Innes Base Fertilizer 5-7.7-9.7    25Kg Bag","25","0.6","2022-09-27 10:47:04"
"00545","Elixir 2 kg JOHN INNES BASE FERTILIZER / PLANT FOOD/ FEED","2.1","0.3","2022-09-27 10:47:04"
"00546","Elixir Gardens Kieserite Fertiliser 16% Mg 26% MgO 3 kg Bag | Treats over 40sqm","3","0.3","2022-09-27 10:47:04"
"00547","Kieserite Fertiliser Multi-Purpose Garden 16%Mg 26%MgO 25kg Bag","25","0.6","2022-09-27 10:47:04"
"00548","Elixir Gardens 10 Litre Liquid Lawn Tonic | Fertiliser &amp; Plant Food | NPK 16-0-8","12.6","0.26","2022-09-27 10:47:04"
"00549","Elixir Gardens 25Kg FINE LAWN SAND WITH FERTILISER TREATS OVER 360SQM","25","0.6","2022-09-27 10:47:04"
"00550","Elixir Gardens ® 10lt Liquid Calcified Seaweed Plant Stimulant","12.6","0.26","2022-09-27 10:47:04"
"00551","1lt Liquid Calcified Seaweed  Plant Stimulant","1.4","0.26","2022-09-27 10:47:04"
"00552","Elixir Gardens ® 2.5lt Liquid Calcified Seaweed Plant Stimulant","3.489","0.26","2022-09-27 10:47:04"
"00553","Elixir Gardens ® 5lt Liquid Calcified Seaweed Plant Stimulant","6.972","0.26","2022-09-27 10:47:04"
"00554","Super Booster Liquid Tomato &amp; Plant Food / Feed | 12-8-10 + Seaweed Extract 10L","12.6","0.26","2022-09-27 10:47:04"
"00555","Super Booster Liquid Tomato &amp; Plant Food / Feed | 12-8-10 + Seaweed Extract 1L","1","0.26","2022-09-27 10:47:04"
"00556","Elixir Gardens ® 2.5Lt SuperBooster Liquid Plant Food 12-8-10+TE","2.5","0.26","2022-09-27 10:47:04"
"00557","Super Booster Liquid Tomato &amp; Plant Food / Feed | 12-8-10 + Seaweed Extract 5L","5","0.26","2022-09-27 10:47:04"
"00558","Elixir Gardens Liquid Growmore 11-11-11 - General Purpose, All Round Plant Food | 10 Litres | Makes 10,000L of liquid feed","10","0.26","2022-09-27 10:47:04"
"00559","Elixir Gardens ® 1lt High Potassium Liquid Plant Food/Stimulant 6-4-12","1","0.26","2022-09-27 10:47:04"
"00560","Elixir Gardens ® 5lt High Potassium Liquid Plant Food/Stimulant 6-4-12","5","0.26","2022-09-27 10:47:04"
"00561","Elixir Gardens Organic Hebridean Liquid Seaweed Fertiliser | Multi-Purpose Vegetable, Fruit, Crop &amp; Plant Feed Concentrate &amp; Stimulant | Lawn &amp; Turf Care/Green-Up | Soil Enrichment and Root Booster","10","0.26","2022-09-27 10:47:04"
"00562","Elixir Gardens Organic Hebridean Liquid Seaweed Fertiliser | Multi-Purpose Vegetable, Fruit, Crop &amp; Plant Feed Concentrate &amp; Stimulant | Lawn &amp; Turf Care/Green-Up | Soil Enrichment and Root Booster","1","0.26","2022-09-27 10:47:04"
"00563","Elixir Gardens Organic Hebridean Liquid Seaweed Fertiliser | Multi-Purpose Vegetable, Fruit, Crop &amp; Plant Feed Concentrate &amp; Stimulant | Lawn &amp; Turf Care/Green-Up | Soil Enrichment and Root Booster","2.5","0.26","2022-09-27 10:47:04"
"00564","Elixir Gardens Organic Hebridean Liquid Seaweed Fertiliser | Multi-Purpose Vegetable, Fruit, Crop &amp; Plant Feed Concentrate &amp; Stimulant | Lawn &amp; Turf Care/Green-Up | Soil Enrichment and Root Booster","5","0.26","2022-09-27 10:47:04"
"00565","Elixir Gardens ® Liquid Tomato Food with Seaweed 12-8-10 + TE","12.6","0.26","2022-09-27 10:47:04"
"00566","Elixir Gardens ® Liquid Tomato Food with Seaweed 12-8-10 + TE","1.3","0.26","2022-09-27 10:47:04"
"00567","Elixir Gardens ® Liquid Tomato Food with Seaweed 12-8-10 + TE","3.25","0.26","2022-09-27 10:47:04"
"00568","Elixir Gardens ® Liquid Tomato Food with Seaweed 12-8-10 + TE","6.3","0.26","2022-09-27 10:47:04"
"00569","100 X LARGE 20CM WHITE  T LABELS, FOR PLANTS, SEEDS CUTTINGS","0.85","0","2022-09-27 10:47:04"
"00570","10 X LARGE WHITE 20CM T LABELS, FOR PLANTS, SEEDS CUTTINGS","0.085","0","2022-09-27 10:47:04"
"00571","Stick-In 20cm (8&quot;) White Plastic T Labels x 20 | Garden/Plant/Seed Labelling","0.17","0","2022-09-27 10:47:04"
"00572","Elixir Gardens ® 20cm LARGE WHITE T LABELS, FOR PLANTS, SEEDS CUTTINGS x 25","0.215","0.26","2022-09-27 10:47:04"
"00573","Elixir Gardens ® LARGE WHITE 33cm 13&quot; Plant T Label SL340 x 50","0.75","0.26","2022-09-27 10:47:04"
"00574","1Kg Soluble Grade Magnesium Nitrate Fertilizer","1","0.26","2022-09-27 10:47:04"
"00575","Elixir 2.5Kg Soluble Grade Magnesium Nitrate Fertilizer","2.5","0.3","2022-09-27 10:47:04"
"00576","25Kg Soluble Grade Magnesium Nitrate Fertilizer","25","0.6","2022-09-27 10:47:04"
"00577","Magnesium Phosphate Leek &amp; Onion Garden Fertiliser 1KG","1","0.26","2022-09-27 10:47:04"
"00578","Magnesium Phosphate Leek &amp; Onion Garden Fertiliser | NPK 5-19-10+3Mg | 2.5kg Bag","2.5","0.3","2022-09-27 10:47:04"
"00579","Magnesium Phosphate Leek &amp; Onion Garden Fertiliser | NPK 5-19-10 | 500g Bag","0.5","0","2022-09-27 10:47:04"
"00580","2.5Kg Magnesium Sulphate Epsom Salt","2.5","0.3","2022-09-27 10:47:04"
"00581","Elixir Gardens ® 1Kg Magphos (LEEKS &amp; ONIONS) Fertilizer","1","0.26","2022-09-27 10:47:04"
"00582","Elixir Gardens ® 2.5Kg Magphos (LEEKS &amp; ONIONS) Fertilizer","2.5","0.3","2022-09-27 10:47:04"
"00583","Elixir Gardens ® 500g Magphos (LEEKS &amp; ONIONS) Fertilizer","0.5","0","2022-09-27 10:47:04"
"00584","Elixir Gardens Poultry Manure Pellets 2.5Kg Fertilizer | treats over 70sqm","2.5","0.3","2022-09-27 10:47:04"
"00585","Elixir Gardens Poultry Manure Pellets 20Kg Fertilizer | Can treat over 500sqm","20","0.6","2022-09-27 10:47:04"
"00586","Elixir Gardens | Max Tapener Plant Tying Machine + Staples + 10 Tapes","1.25","0.26","2022-09-27 10:47:04"
"00587","MAX TAPENER TYING TAPES, BOX OF 10, GREEN 26MT PER ROLL","0.67","0","2022-09-27 10:47:04"
"00588","Elixir Gardens | Max Tapener Refill Pack | 10 Tapes + 4800 Staples","1.26","0.26","2022-09-27 10:47:04"
"00589","2 x Max Tapener Tying Tapes | Green | 26m Per Roll","0.062","0","2022-09-27 10:47:04"
"00590","Elixir Gardens ® MIXED GARDEN T LABELS (Random Colours) x 300","0.96","0","2022-09-27 10:47:04"
"00591","Elixir Gardens 4&quot; 5 Colours Assorted - Red, Blue, Orange, Green, Yellow Stick in Plastic Plant Labels x 500","0.55","0.26","2022-09-27 10:47:04"
"00592","GROWING SUCCESS MOLE REPELLENT   100G","0.127","0.26","2022-09-27 10:47:04"
"00593","Lawn Tonic Moss Treatment | Turf Tonic with Iron Sulphate | 1-0-0+9.45% Fe 25kg","25","0.6","2022-09-27 10:47:04"
"00594","1.5m x 100m PORUS WEED MEMBRANE- GROUND COVER","18","1.8","2022-09-27 10:47:04"
"00595","1.5m x 100m PORUS WEED MEMBRANE GROUND COVER +100 PEGS","8.95","1.8","2022-09-27 10:47:04"
"00596","1.5m x 100m PORUS WEED MEMBRANE GROUND COVER +200 PEGS","19.87","1.8","2022-09-27 10:47:04"
"00597","Muriate of Potash / Potassium Chloride | Soluble Granular Fertiliser | 1kg Bag","1","0.26","2022-09-27 10:47:04"
"00598","Elixir Gardens Muriate of Potash (MOP) | Granular Soluble Potassium Chloride Fertiliser | 500g-25kg Weights","2.5","0.36","2022-09-27 10:47:04"
"00599","Muriate of Potash / Potassium Chloride | Soluble Granular Fertiliser | 25kg Bag","25","0.6","2022-09-27 10:47:04"
"00600","Elixir Gardens High Nitrogen Liquid Fertiliser All Season For Fruit, Flowers and Lawns | Various Sizes 1-10L | Produces 2500L of liquid feed | 10 Litre Bottle","12.6","0.26","2022-09-27 10:47:04"
"00601","1Kg No 2 Soluble Plant Food 25-15-15 +TE  ","0.999","0.26","2022-09-27 10:47:04"
"00602","1Kg Soluble Plant Food No 3       20-20-20 +TE  ","0.999","0.26","2022-09-27 10:47:04"
"00603","1Kg No 4 Soluble Plant Food 15-15-30 +TE  ","0.999","0.26","2022-09-27 10:47:04"
"00604","10 x Full Size Non Electric Propagators Trays and Clear Lids","1.42","0.26","2022-09-27 10:47:04"
"00605","3 x Full Size Non Electric Propagators with Trays and Clear Lids","1.4","0.26","2022-09-27 10:47:04"
"00606","5 x Full Size Non Electric Propagators with Trays and Clear Lids","0.71","0.26","2022-09-27 10:47:04"
"00607","Elixir 1lt NutriCal Fertilizer/Plantfood/Growth stimulant","1.3","0.26","2022-09-27 10:47:04"
"00608","1lt x Nutriplex Fertilizer/Plantfood/Growth stimulant ","1.3","0.26","2022-09-27 10:47:04"
"00609","Elixir Gardens ® 5lt NutriSuper Fertilizer/Plantfood/Growth stimulant","6.3","0.26","2022-09-27 10:47:04"
"00610","Elixir Roban Oktablok 2 Mouse &amp; Rat Poison Bait | 20g | Professional Rodent Killer x 10","0.2","0","2022-09-27 10:47:04"
"00611","Roban OktaBlok Mouse &amp; Rat Poison / Bait | 1kg| 10 x 20g Packets x 5","1","0.26","2022-09-27 10:47:04"
"00612","Elixir Roban OktaBlok Mouse &amp; Rat Poison / Bait | 2.5KG | Professional Grade Rat Killer","2.5","0.26","2022-09-27 10:47:04"
"00613","1000 x 4&quot; ORANGE  Stick in Plastic Plant Labels","1.1","0.26","2022-09-27 10:47:04"
"00614","Elixir Gardens ® 4&quot; ORANGE Stick in Plastic Plant Labels x 100","0.11","0","2022-09-27 10:47:04"
"00615","Elixir Gardens ® 160mm Orange Loop Lock Labels x 1000","1.7","0.26","2022-09-27 10:47:04"
"00616","100 x 160mm Orange Loop Lock Labels.","0.17","0","2022-09-27 10:47:04"
"00617","Elixir Rolls of Strong Buff / Brown Packing / Parcel Tape | 50mm X 66m | x 36","5.484","0.26","2022-09-27 10:47:04"
"00618","Pea and Bean Support Netting 2m x 25m","0.18","0.26","2022-09-27 10:47:04"
"00619","Pea and Bean Support Netting 2m x 100m","1.5","0.39","2022-09-27 10:47:04"
"00620","1000 x Ground Cover/Fleece Weed Membrane Fixing Pegs","9.345","0.26","2022-09-27 10:47:04"
"00621","100 x Ground Cover/Fleece Weed Membrane Fixing Pegs","0.935","0.26","2022-09-27 10:47:04"
"00622","200 x Ground Cover/Fleece Weed Membrane Fixing Pegs","2.5","0.26","2022-09-27 10:47:04"
"00623","250 x Ground Cover/Fleece Weed Membrane Fixing Pegs","2.337","0.26","2022-09-27 10:47:04"
"00624","25 x Ground Cover Frost Fleece Weed Membrane Strong Black Fixing Pegs","0.234","0.26","2022-09-27 10:47:04"
"00625","32 x Frost Fleece Ground Cover Fixing Pegs Black Plastic Extra Strong","0.3","0.26","2022-09-27 10:47:04"
"00626","500 x Ground Cover/Fleece Weed Membrane Fixing Pegs","4.673","0.26","2022-09-27 10:47:04"
"00627","10 x Rat Bait Boxes | Multi Purpose Rat Poison Station | Multi-bait Types","4.95","0.26","2022-09-27 10:47:04"
"00628","Professional Rodent Rat Mouse Mice Vermin Bait Station Box | Tamper Proof","0.495","0.26","2022-09-27 10:47:04"
"00629","Professional Rat Mouse Mice Vermin Poison Bait Station Boxes x 2 | Tamper proof","0.99","0.26","2022-09-27 10:47:04"
"00630","2 X MOUSE BAIT STATIONS WITH 100G PACK OF PROFESSIONAL EXTRA STRONG BAIT","0.215","0.26","2022-09-27 10:47:04"
"00631","Rat Poison Bait Boxes x 3 | Lock Upon Closure Multi-Purpose Rat &amp; Mouse Stations","1.485","0.26","2022-09-27 10:47:04"
"00632","Rat Poison Bait Boxes x 4 | Lock Upon Closure Multi-Purpose Rat &amp; Mouse Stations","1.98","0.36","2022-09-27 10:47:04"
"00633","Elixir PelGar Rat Bait Boxes | Multi Purpose Rat Poison Station | Multi-bait Types x 6","2.97","0.26","2022-09-27 10:47:04"
"00634","8 x Rat Bait Boxes | Multi Purpose Rat Poison Station | Multi-bait Types","3.96","0.26","2022-09-27 10:47:04"
"00635","Artline Garden Marker Pens for plant labelling x 10","0.999","0","2022-09-27 10:47:04"
"00636","Elixir Gardens Artline Garden Marker Pen for Plant Labelling x 1","0.01","0","2022-09-27 10:47:04"
"00637","Elixir Gardens Artline Garden Marker Pen for Plant Labelling x 5","0.035","0","2022-09-27 10:47:04"
"00638","Elixir Potassium Permanganate Crystals | Fungicide &amp; Disinfectant | Controls Black Spot &amp; Mildew | 100g","0.1","0","2022-09-27 10:47:04"
"00639","Elixir Potassium Permanganate Crystals | Fungicide &amp; Disinfectant | Controls Black Spot &amp; Mildew | 1kg","1","0.26","2022-09-27 10:47:04"
"00640","Elixir Potassium Permanganate Crystals | Fungicide &amp; Disinfectant | Controls Black Spot &amp; Mildew | 250g","0.25","0","2022-09-27 10:47:04"
"00641","Elixir Potassium Permanganate Crystals | Fungicide &amp; Disinfectant | Controls Black Spot &amp; Mildew | 500g","0.5","0","2022-09-27 10:47:04"
"00642","High Potassium Liquid Plant Fertiliser/Feed | NPK 6-6-12 | Bulk Buy | 10 Litres","12.6","0.26","2022-09-27 10:47:04"
"00643","1Kg High Phosphate Soluble Plant Food Fert 10-52-10+TE","0.999","0.26","2022-09-27 10:47:04"
"00644","1000 x 4&quot; PINK  Stick in Plastic Plant Labels","1.1","0.26","2022-09-27 10:47:04"
"00645","Elixir Gardens ® 4&quot; PINK Stick in Plastic Plant Labels x 100","0.11","0","2022-09-27 10:47:04"
"00646","50 X PINK T LABELS","0.16","0","2022-09-27 10:47:04"
"00647","100 x Plant Support Clips / Ties | 11cm | Ideal For Bamboo Canes &amp; Flower Sticks","0.4","0.26","2022-09-27 10:47:04"
"00648","50 x Plant Support Clips / Ties | 11cm | Ideal For Bamboo Canes &amp; Flower Sticks","0.2","0","2022-09-27 10:47:04"
"00649","Elixir Gardens ® 1Kg Soluble Plant Food 13-40-13 + TE (1-3-1) Fertilizer","1","0.26","2022-09-27 10:47:04"
"00650","1Kg Soluble Plant Food 6-12-36 + TE (1-2-3) Fertilizer","1","0.26","2022-09-27 10:47:04"
"00651","Plant Halos, Tomato Watering and Plant Support Pots - 12","4.4","0.26","2022-09-27 10:47:04"
"00652","Elixir Gardens 9cm Full Size Terracotta Plastic Plant/Flower Pots with Carry Trays | 180 Pots + 10 Carry Trays","3.2","0.26","2022-09-27 10:47:04"
"00653","Elixir Gardens ® 13cm (1lt) Full size Plant/Flower Pots x 240 +30 carry Trays","9.5","0.26","2022-09-27 10:47:04"
"00654","9cm Plastic Seedling / Nursery Thermoformed Brown Terracotta Plant Pots x 2450","18.45","0.26","2022-09-27 10:47:04"
"00655","Professional Quality 9cm Thermoformed Terracotta Round Plastic Plant Pots x 250","1.875","0.26","2022-09-27 10:47:04"
"00656","9cm Full Size Terracotta Plastic Plant / Flower Pots x 300 + 15 Carry Trays","4.75","0.26","2022-09-27 10:47:04"
"00657","Elixir Gardens ® 9cm Full size Plant/Flower Pots x 500","3.75","0.26","2022-09-27 10:47:04"
"00658","9cm Premium Plastic Seedling / Nursery Thermoformed Terracotta Plant Pots x 50","0.375","0.26","2022-09-27 10:47:04"
"00659","80 x Black Round Plastic Pots 13cm (Diameter) x 12cm (Height) + 10 Carry Trays","3.2","0.26","2022-09-27 10:47:04"
"00660","100 x 9” Reusable Tree Flower Shrub Tie","0.1245","0","2022-09-27 10:47:04"
"00661","ON SALE - (15% OFF) Growing Success Plum Maggot Traps","0.1","0","2022-09-27 10:47:04"
"00662","Elixir Gardens ® 40mm Polytunnel Securing Clips for Bubble/Netting | 10","0.18","0.26","2022-09-27 10:47:04"
"00663","10 x 40mm Polytunnel Securing Clips Bubble Insulation Netting","0.22","0.26","2022-09-27 10:47:04"
"00664","Elixir Gardens ® 40mm Polytunnel Securing Clips for Bubble/Netting | 25","0.44","0.26","2022-09-27 10:47:04"
"00665","40mm Polytunnel Securing Clips - 25","0.54","0.26","2022-09-27 10:47:04"
"00666","Elixir Gardens ® 40mm Polytunnel Securing Clips for Bubble/Netting | 50","0.87","0.26","2022-09-27 10:47:04"
"00667","50 x 40mm Polytunnel Securing Clips Bubble Insulation Netting","1.06","0.26","2022-09-27 10:47:04"
"00668","11.1m x 15m Greenhouse Polythene Polytunnel Cover Clear Film Plastic Sheeting","24","1.31","2022-09-27 10:47:04"
"00669","11.1m x 20m Greenhouse Polythene Polytunnel Cover / Clear Film Plastic Sheeting","34","0.36","2022-09-27 10:47:04"
"00670","14.0m x 15m Greenhouse Polythene Polytunnel Cover Clear Film Plastic Sheeting","25","0.26","2022-09-27 10:47:04"
"00671","14m x 20m Polytunnel Cover 720 Gauge Plastic Sheeting","33","1.8","2022-09-27 10:47:04"
"00672","7.3m x 10m Polytunnel Cover 720 Gauge Plastic Sheeting","9","0.26","2022-09-27 10:47:04"
"00673","7.3m x 15m Greenhouse Polythene Polytunnel Cover Clear Film Plastic Sheeting","21","1.31","2022-09-27 10:47:04"
"00674","7.3m x 1m Polytunnel Cover 720 Gauge Plastic Sheeting","0.85","0.26","2022-09-27 10:47:04"
"00675","7.3m x 5m Polytunnel Cover 720 Gauge Plastic Sheeting","6.789","0.26","2022-09-27 10:47:04"
"00676","7.3m x 6m Polytunnel Cover 720 Gauge Plastic Sheeting","8.147","0.26","2022-09-27 10:47:04"
"00677","7.3m x 7m Polytunnel Cover 720 Gauge Plastic Sheeting","9.505","0.26","2022-09-27 10:47:04"
"00678","7.3m x 8m Greenhouse Polythene Polytunnel Cover Clear Film Plastic Sheeting","10.862","0.26","2022-09-27 10:47:04"
"00679","9.2M x 20M Polytunnel Cover 720 Gauge Plastic Sheeting","141","0.26","2022-09-27 10:47:04"
"00680","9.2m x 15m Greenhouse Polythene Polytunnel Cover Clear Film Plastic Sheeting","25.668","0.26","2022-09-27 10:47:04"
"00681","10lt Black Polythene Poly Pots/Potato Bags/pots x 100","2.45","0.26","2022-09-27 10:47:04"
"00682","13 1/2 lt Black Polythene Poly Pots/Potato Bags x 100","3","0.26","2022-09-27 10:47:04"
"00683","17lt Black Polythene Poly Pots/Potato Bags/pots x 100","4","0.26","2022-09-27 10:47:04"
"00684","1Lt Black Polythene Poly Pots x 100","0.3","0","2022-09-27 10:47:04"
"00685","25Lt Black Polythene Poly Pots/Potato Bags/Pots x 100","4.5","0.26","2022-09-27 10:47:04"
"00686","2Lt Black Polythene Poly Pots x 100","0.44","0.26","2022-09-27 10:47:04"
"00687","30Lt Black Polythene Poly Pots/Potato Bags/Pots x 100","6.1","0.26","2022-09-27 10:47:04"
"00688","Elixir Gardens ® 3Lt Black Polythene Poly Pots Plant Pot x 100","1.4","0","2022-09-27 10:47:04"
"00689","4Lt Black Polythene Poly Pots x 100","1.32","0","2022-09-27 10:47:04"
"00690","5Lt Black Polythene Poly Pots x 100","1.4","0.26","2022-09-27 10:47:04"
"00691","6Lt Black Polythene Poly Pots x 100","2.1","0.26","2022-09-27 10:47:04"
"00692","8Lt Black Polythene Poly Pots x 100","2.9","0.26","2022-09-27 10:47:04"
"00693","10lt Black Polythene Poly Pots/Potato Bags/pots x 10","0.23","0","2022-09-27 10:47:04"
"00694","13.5 lt Black Polythene Poly Pots/Potato Bags x 10","0.3","0","2022-09-27 10:47:04"
"00695","17lt Black Polythene Poly Pots/Potato Bags/pots x 10","0.4","0","2022-09-27 10:47:04"
"00696","Elixir Gardens ® 25Lt Black Polythene Poly Pots/Potato Bags/Plant Pot x 10","0.45","0","2022-09-27 10:47:04"
"00697","30Lt Black Polythene Poly Pots/Potato Bags/Pots x 10","0.62","0.26","2022-09-27 10:47:04"
"00698","Elixir Gardens ® 40Lt Black Polythene Poly Pots/Potato Bags/Pots x 10","0.71","0.26","2022-09-27 10:47:04"
"00699","8Lt Black Polythene Poly Pots x 10","0.29","0","2022-09-27 10:47:04"
"00700","13.5 lt Black Polythene Poly Tomato growing pots  x 12","0.4","0","2022-09-27 10:47:04"
"00701","30Lt Black Polythene Plant Pot Potato Bags Pots PACK OF 12","0.745","0.26","2022-09-27 10:47:04"
"00702"," 200 X 17lt Black Polythene Poly Pots/Potato Bags/pots ","8","0.26","2022-09-27 10:47:04"
"00703","20Lt Black Polythene Poly Pots/Potato Bags/Pots x 20","1","0.26","2022-09-27 10:47:04"
"00704","Elixir Gardens ® 30Lt Black Polythene Poly Pots/Potato Bags/Pots x 20","1.24","0","2022-09-27 10:47:04"
"00705","10lt x 24  Black Polythene polypots/ tomato pots   excellent for tomato growing","0.552","0.26","2022-09-27 10:47:04"
"00706","10lt Black Polythene Poly Pots/Potato Bags/pots x 25","0.613","0.26","2022-09-27 10:47:04"
"00707","13.5 lt Black Polythene Poly Tomato growing pots  x 25","0.75","0","2022-09-27 10:47:04"
"00708","17lt Black Polythene Poly Pots/Potato Bags/pots x 25","0.999","0","2022-09-27 10:47:04"
"00709","Elixir Gardens ® 25Lt Black Polythene Poly Pots/Potato Bags/Plant Pot x 25","1.125","0","2022-09-27 10:47:04"
"00710","Elixir Gardens ® 3Lt Black Polythene Poly Pots Plant Pot x 25","0.41","0","2022-09-27 10:47:04"
"00711","40Lt Black Polythene Poly Pots/Potato Bags/Pots x 25","1.775","0.26","2022-09-27 10:47:04"
"00712","4Lt Black Polythene Poly Pots x 25","0.33","0","2022-09-27 10:47:04"
"00713","5Lt Black Polythene Poly Pots x 25","0.44","0","2022-09-27 10:47:04"
"00714","6Lt Black Polythene Poly Pots x 25","0.5","0.26","2022-09-27 10:47:04"
"00715","8Lt Black Polythene Poly Pots x 25","0.725","0","2022-09-27 10:47:04"
"00716","1Lt Black Polythene Poly Pots x 500","1.5","0.26","2022-09-27 10:47:04"
"00717","Elixir Gardens Poly Pots Plant Pots | Professional Grow Bag/Re-Usable Quality 2L x 500","2.2","0.26","2022-09-27 10:47:04"
"00718","10lt Black Polythene Poly Pots/Potato Bags/pots x 50","1.225","0","2022-09-27 10:47:04"
"00719","13 1/2 lt Black Polythene Poly Pots/Potato Bags x 50","1.5","0.26","2022-09-27 10:47:04"
"00720","17lt Black Polythene Poly Pots/Potato Bags/pots x 50","2.1","0.26","2022-09-27 10:47:04"
"00721","1Lt Black Polythene Poly Pots x 50","0.15","0","2022-09-27 10:47:04"
"00722","25Lt Black Polythene Poly Pots/Potato Bags/Pots x 50","2.25","0.26","2022-09-27 10:47:04"
"00723","2Lt Black Polythene Poly Pots x 50","0.22","0","2022-09-27 10:47:04"
"00724","3Lt Black Polythene Poly Pots x 50","0.82","0.26","2022-09-27 10:47:04"
"00725","40Lt Black Polythene Poly Pots/Potato Bags/Pots x 50","3.55","0.26","2022-09-27 10:47:04"
"00726","Elixir Gardens ® 4Lt Black Polythene Poly Pots Plant Pot x 50","0.66","0","2022-09-27 10:47:04"
"00727","5Lt Black Polythene Poly Pots x 50","0.88","0","2022-09-27 10:47:04"
"00728","6Lt Black Polythene Poly Pots x 50","0.999","0","2022-09-27 10:47:04"
"00729","8 Litre Black Polythene Poly Pots x 50","1.45","0","2022-09-27 10:47:04"
"00730","Elixir Gardens ® 20Lt Black Polythene Poly Pots/Potato Bags/Pots x 5","0.195","0","2022-09-27 10:47:04"
"00731","Elixir Gardens ® 30Lt Black Polythene Poly Pots/Potato Bags/Pots x 5","0.31","0.26","2022-09-27 10:47:04"
"00732","5 x 40Lt Black Polythene Poly Pots/Potato Bags/Pots ","0.39","0.26","2022-09-27 10:47:04"
"00733","2m x 10m Black and White Co-Extruded Polythene Sheeting Garden Cover 360g 90mu","2.23","1","2022-09-27 10:47:04"
"00734","2m x 20m Black and White Co-Extruded Polythene Sheeting Garden Cover 360g 90mu","4.46","1","2022-09-27 10:47:04"
